POSITION_ID,INSTRUMENT_TYPE,NOTIONAL,CURRENCY,EXPOSURE_CLASS,COUNTERPARTY_ID,AS_OF_DATE
POS-001272,Cash Credit,27703503350.47,INR,AT_100,CP-00380,2026-06-30
POS-001273,Bank Guarantee,52096830903.15,INR,AT_100,CP-00380,2026-06-30
POS-001274,Term Loan,1279813789.5,INR,ABOVE_100,CP-00381,2026-06-30
POS-001275,Term Loan,401120536.98,INR,BELOW_100,CP-00381,2026-06-30
POS-001276,Derivative - FX Forward,536897155.29,INR,BELOW_100,CP-00381,2026-06-30
POS-001277,Letter of Credit,597176469.0,INR,ABOVE_100,CP-00381,2026-06-30
POS-001278,Term Loan,205045556.46,INR,BELOW_100,CP-00382,2026-06-30
POS-001279,Cash Credit,257557818.32,INR,ABOVE_100,CP-00382,2026-06-30
POS-001280,Term Loan,114208890.34,INR,BELOW_100,CP-00382,2026-06-30
POS-001281,Letter of Credit,4550582478.17,INR,ABOVE_100,CP-00382,2026-06-30
POS-001282,Term Loan,3479772868.83,INR,ABOVE_100,CP-00383,2026-06-30
POS-001283,Term Loan,5998908934.65,INR,ABOVE_100,CP-00383,2026-06-30
POS-001284,Letter of Credit,1914462079.9,INR,BELOW_100,CP-00383,2026-06-30
POS-001285,Cash Credit,120497711.81,INR,BELOW_100,CP-00384,2026-06-30
POS-001286,Term Loan,4042735035.14,INR,BELOW_100,CP-00384,2026-06-30
POS-001287,Derivative - FX Forward,5263169819.87,INR,AT_100,CP-00384,2026-06-30
POS-001288,Term Loan,256371788.46,INR,AT_100,CP-00385,2026-06-30
POS-001289,Bank Guarantee,16746460845.04,INR,BELOW_100,CP-00385,2026-06-30
POS-001290,Cash Credit,644250461.52,INR,ABOVE_100,CP-00386,2026-06-30
POS-001291,Term Loan,123162708.48,INR,BELOW_100,CP-00386,2026-06-30
POS-001292,Term Loan,3353896451.69,INR,AT_100,CP-00386,2026-06-30
POS-001293,Derivative - FX Forward,9456468305.58,INR,AT_100,CP-00386,2026-06-30
POS-001294,Term Loan,4543059112.62,INR,BELOW_100,CP-00387,2026-06-30
POS-001295,Term Loan,2691295408.34,INR,BELOW_100,CP-00387,2026-06-30
POS-001296,Letter of Credit,4067132969.37,INR,BELOW_100,CP-00387,2026-06-30
POS-001297,Term Loan,93853131644.21,INR,BELOW_100,CP-00388,2026-06-30
POS-001298,Letter of Credit,1845512873.47,INR,ABOVE_100,CP-00388,2026-06-30
POS-001299,Term Loan,6673844280.67,INR,AT_100,CP-00389,2026-06-30
POS-001300,Investment - Debenture/Bond,2618504505.72,INR,ABOVE_100,CP-00389,2026-06-30
POS-001301,Term Loan,8004835874.31,INR,BELOW_100,CP-00389,2026-06-30
POS-001302,Bank Guarantee,6245924234.13,INR,BELOW_100,CP-00389,2026-06-30
POS-001303,Term Loan,646253719.03,INR,AT_100,CP-00390,2026-06-30
POS-001304,Cash Credit,1967696678.33,INR,BELOW_100,CP-00390,2026-06-30
POS-001305,Bank Guarantee,1043657473.66,INR,BELOW_100,CP-00390,2026-06-30
POS-001306,Term Loan,4221152590.62,INR,BELOW_100,CP-00391,2026-06-30
POS-001307,Cash Credit,1026257789.42,INR,BELOW_100,CP-00391,2026-06-30
POS-001308,Investment - Debenture/Bond,129823760.12,INR,BELOW_100,CP-00391,2026-06-30
POS-001309,Derivative - Interest Rate Swap,32117716900.2,INR,AT_100,CP-00391,2026-06-30
POS-001310,Cash Credit,553149879.02,INR,ABOVE_100,CP-00392,2026-06-30
POS-001311,Term Loan,1141137415.42,INR,BELOW_100,CP-00392,2026-06-30
POS-001312,Letter of Credit,8175750590.86,INR,BELOW_100,CP-00392,2026-06-30
POS-001313,Term Loan,7819571697.85,INR,AT_100,CP-00393,2026-06-30
POS-001314,Term Loan,3385211241.34,INR,BELOW_100,CP-00393,2026-06-30
POS-001315,Letter of Credit,4793107491.66,INR,AT_100,CP-00393,2026-06-30
POS-001316,Bank Guarantee,3422791159.26,INR,AT_100,CP-00393,2026-06-30
POS-001317,Cash Credit,50223107.69,INR,AT_100,CP-00394,2026-06-30
POS-001318,Term Loan,1310661764.58,INR,AT_100,CP-00394,2026-06-30
POS-001319,Term Loan,693802480.93,INR,AT_100,CP-00394,2026-06-30
POS-001320,Derivative - FX Forward,6600416922.08,INR,BELOW_100,CP-00394,2026-06-30
POS-001321,Term Loan,3751166673.34,INR,AT_100,CP-00395,2026-06-30
POS-001322,Cash Credit,1701302766.76,INR,BELOW_100,CP-00395,2026-06-30
POS-001323,Derivative - FX Forward,1611123169.84,INR,AT_100,CP-00395,2026-06-30
POS-001324,Term Loan,653065775.1,INR,AT_100,CP-00396,2026-06-30
POS-001325,Term Loan,4701079974.21,INR,BELOW_100,CP-00396,2026-06-30
POS-001326,Term Loan,315486868.48,INR,AT_100,CP-00396,2026-06-30
POS-001327,Letter of Credit,334718501.32,INR,AT_100,CP-00396,2026-06-30
POS-001328,Bank Guarantee,2343027077.97,INR,AT_100,CP-00396,2026-06-30
POS-001329,Term Loan,6273318236.44,INR,ABOVE_100,CP-00397,2026-06-30
POS-001330,Letter of Credit,1953396504.34,INR,ABOVE_100,CP-00397,2026-06-30
POS-001331,Bank Guarantee,1267592059.31,INR,BELOW_100,CP-00397,2026-06-30
POS-001332,Cash Credit,1644867631.63,INR,ABOVE_100,CP-00398,2026-06-30
POS-001333,Investment - Debenture/Bond,455641232.88,INR,AT_100,CP-00398,2026-06-30
POS-001334,Letter of Credit,3030858756.61,INR,BELOW_100,CP-00398,2026-06-30
POS-001335,Bank Guarantee,473067451.81,INR,BELOW_100,CP-00398,2026-06-30
POS-001336,Cash Credit,430870257.62,INR,BELOW_100,CP-00399,2026-06-30
POS-001337,Term Loan,3891356572.51,INR,BELOW_100,CP-00399,2026-06-30
POS-001338,Term Loan,1306849394.11,INR,BELOW_100,CP-00399,2026-06-30
POS-001339,Derivative - Interest Rate Swap,3872272325.59,INR,BELOW_100,CP-00399,2026-06-30
POS-001340,Bank Guarantee,3750573346.39,INR,AT_100,CP-00399,2026-06-30
POS-001341,Term Loan,20578728627.93,INR,AT_100,CP-00400,2026-06-30
POS-001342,Letter of Credit,1078193003.65,INR,BELOW_100,CP-00400,2026-06-30
POS-001343,Letter of Credit,544970255.1,INR,BELOW_100,CP-00400,2026-06-30
POS-001344,Term Loan,2179707559.71,INR,AT_100,CP-00401,2026-06-30
POS-001345,Bank Guarantee,1232216240.78,INR,AT_100,CP-00401,2026-06-30
POS-001346,Bank Guarantee,1432213662.01,INR,BELOW_100,CP-00401,2026-06-30
POS-001347,Cash Credit,101409885862.58,INR,ABOVE_100,CP-00402,2026-06-30
POS-001348,Letter of Credit,86183082.17,INR,AT_100,CP-00402,2026-06-30
POS-001349,Letter of Credit,26862932.71,INR,BELOW_100,CP-00402,2026-06-30
POS-001350,Term Loan,1330362757.09,INR,AT_100,CP-00403,2026-06-30
POS-001351,Investment - Debenture/Bond,13911321237.95,INR,ABOVE_100,CP-00403,2026-06-30
POS-001352,Term Loan,2177730251.62,INR,BELOW_100,CP-00403,2026-06-30
POS-001353,Letter of Credit,151566828.17,INR,ABOVE_100,CP-00403,2026-06-30
POS-001354,Derivative - FX Forward,69309693.22,INR,ABOVE_100,CP-00403,2026-06-30
POS-001355,Cash Credit,17968153208.86,INR,AT_100,CP-00404,2026-06-30
POS-001356,Cash Credit,35787020404.62,INR,ABOVE_100,CP-00404,2026-06-30
POS-001357,Bank Guarantee,12704894.19,INR,ABOVE_100,CP-00404,2026-06-30
POS-001358,Letter of Credit,27789492.43,INR,ABOVE_100,CP-00404,2026-06-30
POS-001359,Term Loan,4755851571.81,INR,BELOW_100,CP-00405,2026-06-30
POS-001360,Term Loan,18805143738.29,INR,ABOVE_100,CP-00405,2026-06-30
POS-001361,Investment - Debenture/Bond,10335052831.03,INR,BELOW_100,CP-00405,2026-06-30
POS-001362,Letter of Credit,483246338.75,INR,AT_100,CP-00405,2026-06-30
POS-001363,Cash Credit,16053220849.95,INR,AT_100,CP-00406,2026-06-30
POS-001364,Term Loan,127207840132.83,INR,AT_100,CP-00406,2026-06-30
POS-001365,Term Loan,102998884435.18,INR,AT_100,CP-00406,2026-06-30
POS-001366,Bank Guarantee,347881441.58,INR,ABOVE_100,CP-00406,2026-06-30
POS-001367,Cash Credit,24943097361.94,INR,AT_100,CP-00407,2026-06-30
POS-001368,Investment - Debenture/Bond,34290683194.44,INR,ABOVE_100,CP-00407,2026-06-30
POS-001369,Letter of Credit,306667500.23,INR,AT_100,CP-00407,2026-06-30
POS-001370,Term Loan,182175661707.97,INR,BELOW_100,CP-00408,2026-06-30
POS-001371,Bank Guarantee,3427047.44,INR,AT_100,CP-00408,2026-06-30
POS-001372,Bank Guarantee,232426382.64,INR,BELOW_100,CP-00408,2026-06-30
POS-001373,Term Loan,2337485180.42,INR,AT_100,CP-00409,2026-06-30
POS-001374,Term Loan,83800558559.57,INR,AT_100,CP-00409,2026-06-30
POS-001375,Derivative - Interest Rate Swap,130746118.06,INR,BELOW_100,CP-00409,2026-06-30
POS-001376,Letter of Credit,31016042.6,INR,ABOVE_100,CP-00409,2026-06-30
POS-001377,Investment - Debenture/Bond,3263133709.0,INR,ABOVE_100,CP-00410,2026-06-30
POS-001378,Investment - Debenture/Bond,46031180662.17,INR,BELOW_100,CP-00410,2026-06-30
POS-001379,Term Loan,131283705434.61,INR,AT_100,CP-00410,2026-06-30
POS-001380,Bank Guarantee,90378827.87,INR,BELOW_100,CP-00410,2026-06-30
POS-001381,Term Loan,102826718425.51,INR,AT_100,CP-00411,2026-06-30
POS-001382,Investment - Debenture/Bond,61116681730.27,INR,ABOVE_100,CP-00411,2026-06-30
POS-001383,Derivative - FX Forward,168721267.47,INR,BELOW_100,CP-00411,2026-06-30
POS-001384,Investment - Debenture/Bond,124319717564.13,INR,ABOVE_100,CP-00412,2026-06-30
POS-001385,Cash Credit,81787098093.98,INR,BELOW_100,CP-00412,2026-06-30
POS-001386,Term Loan,381644405265.44,INR,ABOVE_100,CP-00412,2026-06-30
POS-001387,Bank Guarantee,394782423.29,INR,AT_100,CP-00412,2026-06-30
POS-001388,Term Loan,57012503829.2,INR,ABOVE_100,CP-00413,2026-06-30
POS-001389,Derivative - Interest Rate Swap,64386872.88,INR,BELOW_100,CP-00413,2026-06-30
POS-001390,Bank Guarantee,11952486.99,INR,BELOW_100,CP-00413,2026-06-30
POS-001391,Cash Credit,65718952442.73,INR,ABOVE_100,CP-00414,2026-06-30
POS-001392,Bank Guarantee,7746496.42,INR,AT_100,CP-00414,2026-06-30
POS-001393,Letter of Credit,19015346.97,INR,BELOW_100,CP-00414,2026-06-30
POS-001394,Term Loan,88320141630.02,INR,BELOW_100,CP-00415,2026-06-30
POS-001395,Term Loan,13301431620.29,INR,AT_100,CP-00415,2026-06-30
POS-001396,Term Loan,920084189.99,INR,BELOW_100,CP-00415,2026-06-30
POS-001397,Letter of Credit,664463703.14,INR,BELOW_100,CP-00415,2026-06-30
POS-001398,Bank Guarantee,409267057.17,INR,BELOW_100,CP-00415,2026-06-30
POS-001399,Term Loan,43091610962.47,INR,BELOW_100,CP-00416,2026-06-30
POS-001400,Term Loan,18072000037.85,INR,BELOW_100,CP-00416,2026-06-30
POS-001401,Investment - Debenture/Bond,58758117188.97,INR,BELOW_100,CP-00416,2026-06-30
POS-001402,Bank Guarantee,701324832.38,INR,ABOVE_100,CP-00416,2026-06-30
POS-001403,Term Loan,37677363927.22,INR,AT_100,CP-00417,2026-06-30
POS-001404,Bank Guarantee,59532891.21,INR,BELOW_100,CP-00417,2026-06-30
POS-001405,Term Loan,3855735660.63,INR,AT_100,CP-00418,2026-06-30
POS-001406,Cash Credit,3542885293.47,INR,ABOVE_100,CP-00418,2026-06-30
POS-001407,Derivative - FX Forward,394315736.4,INR,AT_100,CP-00418,2026-06-30
POS-001408,Term Loan,396432384.83,INR,BELOW_100,CP-00419,2026-06-30
POS-001409,Cash Credit,7037918182.22,INR,BELOW_100,CP-00419,2026-06-30
POS-001410,Bank Guarantee,159456014.06,INR,ABOVE_100,CP-00419,2026-06-30
POS-001411,Term Loan,4396482264.68,INR,ABOVE_100,CP-00420,2026-06-30
POS-001412,Cash Credit,23310795400.72,INR,BELOW_100,CP-00420,2026-06-30
POS-001413,Cash Credit,2606005939.54,INR,BELOW_100,CP-00420,2026-06-30
POS-001414,Derivative - FX Forward,7872245362.8,INR,AT_100,CP-00420,2026-06-30
POS-001415,Derivative - FX Forward,57701921475.71,INR,BELOW_100,CP-00420,2026-06-30
POS-001416,Term Loan,24011148830.61,INR,BELOW_100,CP-00421,2026-06-30
POS-001417,Bank Guarantee,2854766077.84,INR,BELOW_100,CP-00421,2026-06-30
POS-001418,Term Loan,9527512513.76,INR,AT_100,CP-00422,2026-06-30
POS-001419,Letter of Credit,220012032.13,INR,BELOW_100,CP-00422,2026-06-30
POS-001420,Letter of Credit,62380204.74,INR,BELOW_100,CP-00422,2026-06-30
POS-001421,Investment - Debenture/Bond,17346880288.6,INR,AT_100,CP-00423,2026-06-30
POS-001422,Derivative - FX Forward,242283370.27,INR,AT_100,CP-00423,2026-06-30
POS-001423,Bank Guarantee,2315355591.55,INR,BELOW_100,CP-00423,2026-06-30
POS-001424,Investment - Debenture/Bond,4837528442.71,INR,DEDUCTED,CP-00424,2026-06-30
POS-001425,Investment - Debenture/Bond,1619749197.1,INR,BELOW_100,CP-00424,2026-06-30
POS-001426,Term Loan,131628525.9,INR,BELOW_100,CP-00424,2026-06-30
POS-001427,Letter of Credit,1455566407.35,INR,BELOW_100,CP-00424,2026-06-30
POS-001428,Bank Guarantee,3343602433.94,INR,BELOW_100,CP-00424,2026-06-30
POS-001429,Cash Credit,21605548730.58,INR,AT_100,CP-00425,2026-06-30
POS-001430,Term Loan,889177947.01,INR,ABOVE_100,CP-00425,2026-06-30
POS-001431,Term Loan,588907928.36,INR,BELOW_100,CP-00425,2026-06-30
POS-001432,Derivative - FX Forward,1524776011.52,INR,AT_100,CP-00425,2026-06-30
POS-001433,Derivative - FX Forward,116607171.72,INR,AT_100,CP-00425,2026-06-30
POS-001434,Investment - Debenture/Bond,135818987.41,INR,BELOW_100,CP-00426,2026-06-30
POS-001435,Investment - Debenture/Bond,1848515171.97,INR,AT_100,CP-00426,2026-06-30
POS-001436,Term Loan,855901186.72,INR,BELOW_100,CP-00426,2026-06-30
POS-001437,Derivative - FX Forward,91937924.46,INR,ABOVE_100,CP-00426,2026-06-30
POS-001438,Term Loan,605153588.79,INR,BELOW_100,CP-00427,2026-06-30
POS-001439,Term Loan,2238085587.93,INR,AT_100,CP-00427,2026-06-30
POS-001440,Derivative - FX Forward,826482634.07,INR,AT_100,CP-00427,2026-06-30
POS-001441,Term Loan,6910191463.99,INR,ABOVE_100,CP-00428,2026-06-30
POS-001442,Investment - Debenture/Bond,213703942.24,INR,BELOW_100,CP-00428,2026-06-30
POS-001443,Letter of Credit,712047771.39,INR,AT_100,CP-00428,2026-06-30
POS-001444,Term Loan,1129310748.25,INR,BELOW_100,CP-00429,2026-06-30
POS-001445,Bank Guarantee,745810010.41,INR,BELOW_100,CP-00429,2026-06-30
POS-001446,Term Loan,165510405.76,INR,AT_100,CP-00430,2026-06-30
POS-001447,Term Loan,4212617220.97,INR,AT_100,CP-00430,2026-06-30
POS-001448,Derivative - Interest Rate Swap,138254176.68,INR,BELOW_100,CP-00430,2026-06-30
POS-001449,Term Loan,8030556459.38,INR,ABOVE_100,CP-00431,2026-06-30
POS-001450,Term Loan,2969326887.37,INR,AT_100,CP-00431,2026-06-30
POS-001451,Term Loan,1581770818.51,INR,BELOW_100,CP-00431,2026-06-30
POS-001452,Letter of Credit,136133325.4,INR,ABOVE_100,CP-00431,2026-06-30
POS-001453,Letter of Credit,1279246267.57,INR,AT_100,CP-00431,2026-06-30
POS-001454,Term Loan,2179931599.51,INR,AT_100,CP-00432,2026-06-30
POS-001455,Cash Credit,82534058.55,INR,BELOW_100,CP-00432,2026-06-30
POS-001456,Bank Guarantee,303119861.9,INR,BELOW_100,CP-00432,2026-06-30
POS-001457,Term Loan,12253695110.34,INR,BELOW_100,CP-00433,2026-06-30
POS-001458,Bank Guarantee,395396791.61,INR,ABOVE_100,CP-00433,2026-06-30
POS-001459,Bank Guarantee,179964669.01,INR,BELOW_100,CP-00433,2026-06-30
POS-001460,Term Loan,10131495629.62,INR,ABOVE_100,CP-00434,2026-06-30
POS-001461,Cash Credit,8189162433.75,INR,BELOW_100,CP-00434,2026-06-30
POS-001462,Letter of Credit,427949958.53,INR,AT_100,CP-00434,2026-06-30
POS-001463,Bank Guarantee,1408996207.98,INR,ABOVE_100,CP-00434,2026-06-30
POS-001464,Cash Credit,764706891.72,INR,AT_100,CP-00435,2026-06-30
POS-001465,Cash Credit,238473325.9,INR,AT_100,CP-00435,2026-06-30
POS-001466,Letter of Credit,87789488.22,INR,AT_100,CP-00435,2026-06-30
POS-001467,Cash Credit,1756879594.78,INR,ABOVE_100,CP-00436,2026-06-30
POS-001468,Term Loan,3023176223.07,INR,AT_100,CP-00436,2026-06-30
POS-001469,Investment - Debenture/Bond,19851912769.18,INR,BELOW_100,CP-00436,2026-06-30
POS-001470,Letter of Credit,39099809.78,INR,BELOW_100,CP-00436,2026-06-30
POS-001471,Derivative - Interest Rate Swap,486426116.26,INR,ABOVE_100,CP-00436,2026-06-30
POS-001472,Term Loan,10358196562.9,INR,ABOVE_100,CP-00437,2026-06-30
POS-001473,Cash Credit,1526886858.39,INR,BELOW_100,CP-00437,2026-06-30
POS-001474,Letter of Credit,2634593884.59,INR,AT_100,CP-00437,2026-06-30
POS-001475,Term Loan,548370878.24,INR,ABOVE_100,CP-00438,2026-06-30
POS-001476,Term Loan,202949008.12,INR,ABOVE_100,CP-00438,2026-06-30
POS-001477,Bank Guarantee,539558313.97,INR,AT_100,CP-00438,2026-06-30
POS-001478,Cash Credit,846364943.77,INR,ABOVE_100,CP-00439,2026-06-30
POS-001479,Term Loan,4567643354.26,INR,AT_100,CP-00439,2026-06-30
POS-001480,Cash Credit,1973764726.6,INR,BELOW_100,CP-00439,2026-06-30
POS-001481,Letter of Credit,336855132.15,INR,AT_100,CP-00439,2026-06-30
POS-001482,Derivative - FX Forward,2600211488.21,INR,AT_100,CP-00439,2026-06-30
POS-001483,Term Loan,3411989211.82,INR,BELOW_100,CP-00440,2026-06-30
POS-001484,Term Loan,281188112.99,INR,BELOW_100,CP-00440,2026-06-30
POS-001485,Term Loan,1921234932.13,INR,AT_100,CP-00440,2026-06-30
POS-001486,Bank Guarantee,189567788.16,INR,ABOVE_100,CP-00440,2026-06-30
POS-001487,Investment - Debenture/Bond,4481646374.71,INR,BELOW_100,CP-00441,2026-06-30
POS-001488,Bank Guarantee,1410810668.3,INR,AT_100,CP-00441,2026-06-30
POS-001489,Derivative - Interest Rate Swap,437377747.82,INR,BELOW_100,CP-00441,2026-06-30
POS-001490,Investment - Debenture/Bond,683890674.05,INR,BELOW_100,CP-00442,2026-06-30
POS-001491,Letter of Credit,5809414302.84,INR,BELOW_100,CP-00442,2026-06-30
POS-001492,Investment - Debenture/Bond,6835894436.39,INR,BELOW_100,CP-00443,2026-06-30
POS-001493,Bank Guarantee,168517797.18,INR,ABOVE_100,CP-00443,2026-06-30
POS-001494,Term Loan,1463363900.62,INR,AT_100,CP-00444,2026-06-30
POS-001495,Investment - Debenture/Bond,3262348388.6,INR,BELOW_100,CP-00444,2026-06-30
POS-001496,Letter of Credit,281455448.22,INR,AT_100,CP-00444,2026-06-30
POS-001497,Bank Guarantee,2173894525.27,INR,BELOW_100,CP-00444,2026-06-30
POS-001498,Investment - Debenture/Bond,7780843337.86,INR,BELOW_100,CP-00445,2026-06-30
POS-001499,Cash Credit,4131394079.72,INR,AT_100,CP-00445,2026-06-30
POS-001500,Term Loan,21237280456.48,INR,BELOW_100,CP-00445,2026-06-30
POS-001501,Letter of Credit,2846362685.51,INR,AT_100,CP-00445,2026-06-30
POS-001502,Cash Credit,21231765234.6,INR,ABOVE_100,CP-00446,2026-06-30
POS-001503,Bank Guarantee,257502663.46,INR,BELOW_100,CP-00446,2026-06-30
POS-001504,Investment - Debenture/Bond,329618758.04,INR,AT_100,CP-00447,2026-06-30
POS-001505,Term Loan,390586588.97,INR,ABOVE_100,CP-00447,2026-06-30
POS-001506,Cash Credit,1006418071.29,INR,AT_100,CP-00447,2026-06-30
POS-001507,Letter of Credit,8082666.11,INR,BELOW_100,CP-00447,2026-06-30
POS-001508,Bank Guarantee,245034305.67,INR,BELOW_100,CP-00447,2026-06-30
POS-001509,Investment - Debenture/Bond,2484897065.09,INR,BELOW_100,CP-00448,2026-06-30
POS-001510,Bank Guarantee,492633706.25,INR,BELOW_100,CP-00448,2026-06-30
POS-001511,Bank Guarantee,507773556.09,INR,BELOW_100,CP-00448,2026-06-30
POS-001512,Term Loan,26206684455.77,INR,BELOW_100,CP-00449,2026-06-30
POS-001513,Derivative - FX Forward,2339325364.01,INR,ABOVE_100,CP-00449,2026-06-30
POS-001514,Term Loan,6350183039.94,INR,AT_100,CP-00450,2026-06-30
POS-001515,Term Loan,1605048503.05,INR,BELOW_100,CP-00450,2026-06-30
POS-001516,Term Loan,956566523.11,INR,ABOVE_100,CP-00450,2026-06-30
POS-001517,Derivative - FX Forward,643395975.59,INR,BELOW_100,CP-00450,2026-06-30
POS-001518,Derivative - FX Forward,15051219.68,INR,AT_100,CP-00450,2026-06-30
POS-001519,Term Loan,6522314565.54,INR,BELOW_100,CP-00451,2026-06-30
POS-001520,Investment - Debenture/Bond,741079990.18,INR,BELOW_100,CP-00451,2026-06-30
POS-001521,Bank Guarantee,214636621.77,INR,BELOW_100,CP-00451,2026-06-30
POS-001522,Term Loan,4146113990.93,INR,ABOVE_100,CP-00452,2026-06-30
POS-001523,Derivative - Interest Rate Swap,106751226.07,INR,BELOW_100,CP-00452,2026-06-30
POS-001524,Cash Credit,7602718713.95,INR,ABOVE_100,CP-00453,2026-06-30
POS-001525,Bank Guarantee,278372582.4,INR,BELOW_100,CP-00453,2026-06-30
POS-001526,Bank Guarantee,132707081.06,INR,BELOW_100,CP-00453,2026-06-30
POS-001527,Investment - Debenture/Bond,850317762.88,INR,BELOW_100,CP-00454,2026-06-30
POS-001528,Cash Credit,137929901.74,INR,BELOW_100,CP-00454,2026-06-30
POS-001529,Cash Credit,4838272341.16,INR,AT_100,CP-00454,2026-06-30
POS-001530,Letter of Credit,37389513.55,INR,BELOW_100,CP-00454,2026-06-30
POS-001531,Bank Guarantee,50055738.66,INR,BELOW_100,CP-00454,2026-06-30
POS-001532,Term Loan,3925731485.61,INR,ABOVE_100,CP-00455,2026-06-30
POS-001533,Cash Credit,3058268844.14,INR,BELOW_100,CP-00455,2026-06-30
POS-001534,Letter of Credit,2220185699.2,INR,AT_100,CP-00455,2026-06-30
POS-001535,Investment - Debenture/Bond,5018869995.05,INR,BELOW_100,CP-00456,2026-06-30
POS-001536,Term Loan,29253442993.0,INR,BELOW_100,CP-00456,2026-06-30
POS-001537,Derivative - FX Forward,250801467.59,INR,BELOW_100,CP-00456,2026-06-30
POS-001538,Bank Guarantee,13038866.42,INR,BELOW_100,CP-00456,2026-06-30
POS-001539,Term Loan,205141630.74,INR,ABOVE_100,CP-00457,2026-06-30
POS-001540,Investment - Debenture/Bond,236818957.7,INR,AT_100,CP-00457,2026-06-30
POS-001541,Term Loan,643692713.45,INR,ABOVE_100,CP-00457,2026-06-30
POS-001542,Derivative - FX Forward,1205099060.9,INR,BELOW_100,CP-00457,2026-06-30
POS-001543,Term Loan,507980691.2,INR,BELOW_100,CP-00458,2026-06-30
POS-001544,Derivative - Interest Rate Swap,2022567718.65,INR,DEDUCTED,CP-00458,2026-06-30
POS-001545,Cash Credit,1930431022.46,INR,BELOW_100,CP-00459,2026-06-30
POS-001546,Derivative - FX Forward,7797674471.34,INR,BELOW_100,CP-00459,2026-06-30
POS-001547,Term Loan,11157709900.59,INR,BELOW_100,CP-00460,2026-06-30
POS-001548,Cash Credit,7809276548.16,INR,AT_100,CP-00460,2026-06-30
POS-001549,Term Loan,1041591664.57,INR,AT_100,CP-00460,2026-06-30
POS-001550,Derivative - FX Forward,292780366.48,INR,AT_100,CP-00460,2026-06-30
POS-001551,Term Loan,419956153.11,INR,AT_100,CP-00461,2026-06-30
POS-001552,Cash Credit,219980525.69,INR,ABOVE_100,CP-00461,2026-06-30
POS-001553,Cash Credit,375506561.78,INR,AT_100,CP-00461,2026-06-30
POS-001554,Bank Guarantee,258471253.27,INR,BELOW_100,CP-00461,2026-06-30
POS-001555,Letter of Credit,596123399.65,INR,BELOW_100,CP-00461,2026-06-30
POS-001556,Cash Credit,478556916.76,INR,BELOW_100,CP-00462,2026-06-30
POS-001557,Term Loan,5285941050.57,INR,BELOW_100,CP-00462,2026-06-30
POS-001558,Bank Guarantee,631277054.84,INR,AT_100,CP-00462,2026-06-30
POS-001559,Derivative - Interest Rate Swap,65873813.21,INR,ABOVE_100,CP-00462,2026-06-30
POS-001560,Term Loan,3945281685.79,INR,BELOW_100,CP-00463,2026-06-30
POS-001561,Bank Guarantee,382155756.53,INR,AT_100,CP-00463,2026-06-30
POS-001562,Term Loan,18516779334.77,INR,BELOW_100,CP-00464,2026-06-30
POS-001563,Term Loan,24015210484.29,INR,ABOVE_100,CP-00464,2026-06-30
POS-001564,Term Loan,14917470282.63,INR,AT_100,CP-00464,2026-06-30
POS-001565,Derivative - Interest Rate Swap,286069347.05,INR,BELOW_100,CP-00464,2026-06-30
POS-001566,Bank Guarantee,540077936.78,INR,ABOVE_100,CP-00464,2026-06-30
POS-001567,Investment - Debenture/Bond,2830426353.81,INR,ABOVE_100,CP-00465,2026-06-30
POS-001568,Bank Guarantee,1173122192.52,INR,BELOW_100,CP-00465,2026-06-30
POS-001569,Term Loan,14988396081.16,INR,ABOVE_100,CP-00466,2026-06-30
POS-001570,Derivative - Interest Rate Swap,11801377.38,INR,ABOVE_100,CP-00466,2026-06-30
POS-001571,Letter of Credit,1195195521.94,INR,BELOW_100,CP-00466,2026-06-30
POS-001572,Term Loan,27016994685.68,INR,BELOW_100,CP-00467,2026-06-30
POS-001573,Bank Guarantee,210822284.54,INR,BELOW_100,CP-00467,2026-06-30
POS-001574,Bank Guarantee,34983689.5,INR,ABOVE_100,CP-00467,2026-06-30
POS-001575,Term Loan,78731728.61,INR,AT_100,CP-00468,2026-06-30
POS-001576,Term Loan,768863216.33,INR,BELOW_100,CP-00468,2026-06-30
POS-001577,Investment - Debenture/Bond,304783956.26,INR,BELOW_100,CP-00468,2026-06-30
POS-001578,Letter of Credit,2027351600.7,INR,BELOW_100,CP-00468,2026-06-30
POS-001579,Derivative - FX Forward,307737263.95,INR,AT_100,CP-00468,2026-06-30
POS-001580,Cash Credit,1234570295.36,INR,ABOVE_100,CP-00469,2026-06-30
POS-001581,Investment - Debenture/Bond,1227284016.94,INR,BELOW_100,CP-00469,2026-06-30
POS-001582,Investment - Debenture/Bond,1671105595.07,INR,BELOW_100,CP-00469,2026-06-30
POS-001583,Letter of Credit,188901069.46,INR,BELOW_100,CP-00469,2026-06-30
POS-001584,Letter of Credit,407333017.29,INR,ABOVE_100,CP-00469,2026-06-30
POS-001585,Cash Credit,1300583281.03,INR,BELOW_100,CP-00470,2026-06-30
POS-001586,Term Loan,1930812953.41,INR,BELOW_100,CP-00470,2026-06-30
POS-001587,Cash Credit,1605775013.96,INR,BELOW_100,CP-00470,2026-06-30
POS-001588,Derivative - Interest Rate Swap,1636480864.93,INR,ABOVE_100,CP-00470,2026-06-30
POS-001589,Term Loan,36759876064.21,INR,ABOVE_100,CP-00471,2026-06-30
POS-001590,Derivative - FX Forward,295739834.17,INR,ABOVE_100,CP-00471,2026-06-30
